 2.420180290254921783E+004  6.756727814723638079E-004  5.243462547034082911E-004 -2.521100900207823726E-003  1.288400777587795106E-009  1.271105089215341449E-009 -8.504843670777615308E-010 -4.477885759163191279E-009 -5.057400889813575786E-009  3.189489013650439705E-009  2.502256887819036419E-014 -1.135909870432639696E-015  4.725691575578001730E-015  1.030462067783923945E-014  4.614645437536793682E-014 -3.668170919233506288E-013  5.575250021412240900E-015 -7.116685943984235267E-014  3.679647865518796812E-013 -1.030519248389909182E-014
 2.704482563856459456E+004  1.429469821325448893E-003  4.358152313415972873E-004 -4.714343559144906770E-003 -4.884299788829055401E-009 -7.357263258636891208E-012 -1.781223237548701060E-009 -2.102692104862245139E-009  3.252456404160548439E-012  6.986967621126332200E-009  1.075515123145129097E-013 -3.901407789654665122E-015  6.051481924756213031E-014 -1.082080374616366445E-015 -1.606785599931320416E-014 -3.210024893280465800E-015  1.739994298346115359E-014 -9.148617066564948261E-014  7.111181357021716658E-015 -7.791453247981662840E-014
 2.778732625392692717E+004  1.087385330610762682E-003  2.309894343328949308E-003 -4.640823148685560909E-003  5.280682386104876914E-009  8.786880928393987445E-010 -4.863691482027909537E-009 -5.086061374820156186E-009 -1.637653480305079325E-009 -1.946221745363527210E-010  5.141246880101068466E-014 -4.810659123310118062E-015 -3.256332812983436407E-013 -1.683553343735934711E-015 -3.039368104851896364E-015  8.500205668879609529E-014  1.500210021264534537E-014 -4.838162859835313758E-014 -8.019144334971175407E-014  3.106291172984944262E-013
 2.844043136392867746E+004  1.252429594372633792E-003  8.040448100422078592E-004 -3.926610833578145394E-003  2.079401824316769326E-009 -4.235866178349267323E-011 -7.501370956573065018E-010  1.295152341063824476E-009 -2.183987630707375197E-010 -3.374552752824969177E-009  3.334940155812822085E-014  4.032525250867192171E-016 -9.965913388675708868E-015 -2.254884105395350876E-016 -2.040343041791371816E-017  1.608436491341870743E-015 -4.264219961162513259E-015 -3.332889596230544128E-014 -2.012819959123426680E-015  1.423020523899581854E-014
 2.986318140889850110E+004 -3.524011226512281658E-004  2.226933033959927811E-004 -5.962245703869327972E-003 -4.359271005115396257E-010 -1.831756494445364997E-010  2.996051851388116270E-010 -1.663591305530757300E-009  1.222158657015921356E-010  2.099511452894688742E-009 -1.301026332829337783E-014  5.035193270377804305E-015 -4.900596322873170126E-015  3.553880190902649990E-016  1.252057556888752925E-016 -1.581637507174440195E-014  1.750627223846178037E-015  1.288591737814177407E-014  1.078182795124499279E-014  3.149147519530306258E-015
 2.875941704866353030E+004 -3.652421369085698190E-004  4.255944188482732897E-004 -5.969020640991629795E-003 -4.565285172691344879E-009 -3.845814578287791771E-010 -2.638685435631923540E-009 -1.565781870598872354E-009 -2.237812065258240458E-010  6.131061156923984052E-009  5.954887868194057973E-015  2.333048251974027618E-016  1.735881352617247969E-013  1.183951744375184418E-015  4.547841934862211841E-015  7.495801508864350877E-015  3.682912820887194004E-015 -1.050473650673501221E-014 -7.730419195950738361E-015 -1.772722419133095116E-013
 2.287563305714418675E+004 -1.788765891953672050E-003 -1.210923159316546426E-005 -1.887507323797585172E-003  1.883020600886789483E-009  6.877577352126535076E-010  5.265646635205198396E-010  2.607609180631996616E-010  1.108075272710975926E-010 -2.143781090056507924E-009 -9.100317234030101074E-015 -6.138101153009885253E-015  1.711640767564748423E-016 -3.324697077662241473E-016  1.016384002583348041E-016 -3.877966332921051009E-015 -3.107525442488566509E-015  8.998653008817001159E-015  1.001586658337790458E-014  2.936346117771153568E-015
 2.187864529171426693E+004 -2.973893128442978389E-004 -1.831329745982070904E-004 -4.030592838428409541E-003 -3.734772104788234667E-011 -1.897443119748767316E-009 -2.686755092374846350E-011 -3.235449931755085279E-009 -4.390121857318435289E-010  3.272807863446972427E-009  2.014084895587565777E-015 -1.565258672934750277E-014 -1.782709316828209461E-015 -5.573140705636482507E-016 -3.393306893321563212E-015 -1.150649668474732324E-014 -6.293266293639231189E-014  1.376531975860956624E-015  2.716241869237048556E-014  6.471553147223501254E-014
 2.421223056459966392E+004  8.006928266116862015E-004 -6.511571413107868295E-005 -2.508875284573661765E-003  1.951570421390869792E-009  3.100454649602452256E-010 -1.108339334986541519E-009 -6.798150950744408819E-009  2.274340897854359773E-009  4.846586201564215019E-009  2.790297581638229377E-014  4.031988110725842568E-015  4.537345487680428941E-015 -4.000576146461255255E-014  4.245271076385952662E-014 -2.214536155896332553E-013  2.953158085841392019E-013 -7.035272853830733395E-014  2.174277272774775446E-013 -2.998610355694181972E-013
 2.741246432953160547E+004  4.310986406545450783E-004  3.468614677484061003E-004 -4.299996766768899616E-003  2.881900599383214772E-009 -4.166597731068595637E-010  8.483780478085437024E-010 -9.645778061071546104E-010 -4.956110898937662319E-010 -1.917323310260032304E-009 -6.161839885826510689E-014 -7.144774894146852691E-015 -3.915840339921193823E-014 -2.550610427394555790E-016  2.193976001792771739E-015  3.342948281152550486E-014  1.079891544419585175E-014  5.942370102618083901E-014 -2.628424384402808689E-014  2.835879202500814804E-014
